Topic,Count,Name,Representation,Representative_Docs
551,55,551_memphis_30roundrodney_mursic_hardest,"['memphis', '30roundrodney', 'mursic', 'hardest', 'tennessee', 'stank', 'f5subb7ced', 'aetf8xdith', '8lsyf9vs63', '5sej0hmu8i']","['Memphis niggas wild', 'No matter where I go I run into Memphis niggas', 'Memphis nigga lmao']"
552,55,552_19_covid_aapi_disproportionately,"['19', 'covid', 'aapi', 'disproportionately', 'higher', 'rates', 'expressed', 'intoleran', 'rightfully', 'overt']","['For AAPI folks who have rightfully expressed outrage against the COVID-19-related rise of overt racism against AAPI… https://t.co/QJqws8wc3d', 'For AAPI folks who have rightfully expressed outrage against the COVID-19-related rise of overt racism against AAPI… https://t.co/qN1dFpewxl', 'I ain’t forget when y’all niggas said black people couldn’t get Covid-19....']"
553,55,553_venice_venicebeach_beach_projectpro_ject,"['venice', 'venicebeach', 'beach', 'projectpro_ject', 'mamibutta420', 'nfswjuw58r', 'banksy', 'skyline', 'abbotkinney', 'sayhisname']","['World peace. 🌎💙 #venice #beach #venicebeach #drumcircle #worldpeace #blacklivesmatter @ Venice Beach https://t.co/lvkB48vJwa', ""@ABC7 Good. Get them out of there. They've done nothing but make Venice look more ghetto then it is"", 'All the niggas out in Venice today']"
554,55,554_latinos_latino_entre_pinches,"['latinos', 'latino', 'entre', 'pinches', 'raza', 'han', 'ericbradner', 'dareedbull14', 'dejado', 'hz7j4wmbdx']","['que vergüenza ver a todos los latinos que hacen un poco de feria y ya se creen pinches gringos alv, jajajajja chingan a su madre putos', 'latinos do this too', 'Damn I thought only latinos did this lol we not so different then 😆']"
555,55,555_sum_thought_oh_broke,"['sum', 'thought', 'oh', 'broke', 'said', 'sumn', 'f6myokdmwv', 'recycles', 'nuugabweao', 'rwjmkazyil']","['I thought a broke nigga said sum', 'I thought a bitch nigga said sum 🤣', 'I thought a broke nigga said sum']"
556,55,556_earthquake_earthquakes_deprem_sağlam,"['earthquake', 'earthquakes', 'deprem', 'sağlam', 'quake', 'eastcoast', 'andreas', 'earth', 'movin', 'felt']","['Police are looking for a black  #earthquake', 'Was that another earthquake nigga ?😭‼️', 'nigga was that a Earthquake']"
557,55,557_quarantine_wbaqb2fj94_rocco_dumped,"['quarantine', 'wbaqb2fj94', 'rocco', 'dumped', 'starter', 'gaytwitter', 'gayasian', 'invisible', 'ds4n5kewxf', 'cutebabies']","['Me to some gay boys hole the second we’re out of quarantine', 'in gay / quarantine time Thats literally 10 years Lmao', 'Y’all niggas being mad gay since this quarantine started']"
558,55,558_rso_cops_bribes_aaacompanies,"['rso', 'cops', 'bribes', 'aaacompanies', 'gavinnewsom', 'aaacares', 'sheriffbianco', 'aoc', 'attys', 'lexus']","['@GavinNewsom @RSO @SheriffBianco @FBI @CIA @AAACares @Lexus Moreno Valley has very handsome  GQ cops; big gay toddlers w/ sexy muscles. #ma', '@VP @AOC @RSO @SheriffBianco has gay cop force fraternizing on bribes in Idyllwild; taking mafia hits w/ hookers fo… https://t.co/lEPryhV0Gi', '@RSO @AAACompanies @AAACares @Lexus @VP @Mereki I thought gay cops would be fabulous but turned violently mean on fuck bribes! Doulas now!👰🏻']"
559,54,559_climate_environmental_environmentaljustice_patagonia,"['climate', 'environmental', 'environmentaljustice', 'patagonia', 'climatechangeisreal', 'rcvxyp5ch8', 'environmentalactivism', 'agreement', 'environment', 'paris']","['With the Paris climate accord, do we have to be the worlds police on climate?', 'Very important 🧵 on climate justice in California', 'Road to fighting climate change is through climate justice; at root of climate justice is principle of being large-hearted: PM Modi']"
560,54,560_curtains_curtain_drapes_bedroom,"['curtains', 'curtain', 'drapes', 'bedroom', 'slept', 'blackout', 'room', '8igszk59ng', 'hustlesimmons', 'k5ypeyr0yl']","['I need black curtains', 'I need black curtains', 'I need black out curtains 😭😭']"
561,54,561_chile_whew_chileans_molcajete,"['chile', 'whew', 'chileans', 'molcajete', 'wheew', 'ghetto', 'chilean', 'liliv33', 'ro5a9veruf', 'lhgfyupgys']","['Chile, here come this nigga again', 'Chile let me go see what this nigga want', 'the ghetto chile 😂😂😂']"
562,54,562_sheeps_wolves_complicit_orchestration,"['sheeps', 'wolves', 'complicit', 'orchestration', 'clothing', 'dressed', 'seem', 'antifa', 'capitol', 'letting']","['An orchestration! The Capitol police seem complicit by letting wolves in sheeps’ clothing - Antifa dressed as Patri… https://t.co/ymORd4qPvF', 'An orchestration! The Capitol police seem complicit by letting wolves in sheeps’ clothing - Antifa dressed as Patri… https://t.co/weFPfBEjLY', 'An orchestration! The Capitol police seem complicit by letting wolves in sheeps’ clothing - Antifa dressed as Patri… https://t.co/w9jnkkpbyY']"
563,54,563_looting_looted_mall_businesses,"['looting', 'looted', 'mall', 'businesses', 'store', 'zodhttzlxw', 'noahpollak', 'michellysk616', 'hzv19c3bcf', 'hiseblnbkx']","['Looting in downtown Santa Monica, live on TV, as police cars sit 2 blocks away. #REI #Vans', 'Looting in #LosAngelesriots is insane, ive gotten about 10 different locations on film of people looting. No police there', 'Looting in Santa Monica and so far, no police stopping them. Insane.']"
564,54,564_batman_codpieces_bruce_bubby,"['batman', 'codpieces', 'bruce', 'bubby', 'erotic', 'tension', 'costume', 'marvel', 'surveillance', 'plenty']","['Y’all niggas need to stop defending Batman', 'Batman really just a rich nigga with hands', 'They made Batman a real bitch nigga in this movie']"
565,54,565_blm_craigmelvin_protests_harpoliveson,"['blm', 'craigmelvin', 'protests', 'harpoliveson', '0v4oadh3gr', '93', 'dorianphoenix21', 'anger', 'prote', 'luvmacyisabella']","['@ancap2000 @craigmelvin Wrong. 93% of BLM protests were peaceful.\n\nhttps://t.co/0v4OADH3gR', ""@DorianPhoenix21 @craigmelvin 93% of BLM protests were peaceful. But just like in MLK's time, people like you used… https://t.co/qnBL38pNpg"", '@RonDuncan7 @DorianPhoenix21 @craigmelvin Firstly, 93% of all BLM protests were peaceful.\n\nhttps://t.co/0v4OADH3gR']"
566,54,566_lock_lockdown_locked_zip,"['lock', 'lockdown', 'locked', 'zip', 'sgir8y2o7r', '762s', 'w7kmabrr5y', 'xek00p52ob', 'vyedhyfh9q', 'rrur6b3tsy']","['a nigga get me he better lock it', 'Lock this nigga up', 'Lock this nigga up!!!']"
567,54,567_disney_disneyland_evren_mickey,"['disney', 'disneyland', 'evren', 'mickey', 'parkerrtobey', 'overtone', 'disclaimers', 'cmusllu', 'parks', 'reminders']","['I love Disneyland it’s my happy place but damn this is too much. Y’all need to do protest for something better 🤡', '- nigga that chose to work at Disney is whole life for hoes', 'This why Disney niggas always thought they had a chance in the music industry lol']"
568,54,568_history_1926_learn_curriculum,"['history', '1926', 'learn', 'curriculum', 'djtimdogg418', 'r7qzw3arlo', 'bpfkcxunv2', 'dansonyanson', 'cm1rnja5mr', 'magictouchmamii']","['US history is black history I don’t understand. Are the kids who chose US history not going to be told about all th… https://t.co/1XNuPV7Zqu', 'black history is US history', 'Isn’t black history US history?']"
569,54,569_cars_101_110_cruisers,"['cars', '101', '110', 'cruisers', 'echo', 'staging', 'vehicles', 'ramp', 'lights', 'south']","['Some 30+ police cruisers staging themselves on the 110 south to the 101 south/Temple Street ramp. https://t.co/D8P8DAqM8I', 'Some 30+ police cruisers staging themselves on the 110 south to the 101 north/Temple Street ramp in DTLA. https://t.co/NxwmH4dAiV', 'Some 30+ police cruisers staging themselves on the 110 north to the 101 south/Temple Street ramp. https://t.co/SZN5LTAL8W']"
570,54,570_cut_1000th_nawfside_gmwyc31,"['cut', '1000th', 'nawfside', 'gmwyc31', 'thewoodsbest', 'waaaittt', 'sarabi', '__kp', 'off', 'toritoreytorrie']","['But I guess it be like that when you get old cut niggas off 🤣🤣', 'Just cut a nigga off for this.', '🗣 gotta cut niggas off']"
571,54,571_cameron_attorney_general_breonna,"['cameron', 'attorney', 'general', 'breonna', 'taylor', 'kyoag', 'djaycameron', 'request', 'demanding', 'demand']","['Attorney General Cameron @djaycameron, I request justice for Breonna Taylor. This has gone on far too long.', 'Attorney- general Cameron, @kyoag, I request justice for Breonna Taylor.', 'Attorney General Cameron @kyoag I demand justice for Breonna Taylor! DO SOMETHING!!']"
572,54,572_prison_incarcerated_incarceration_jail,"['prison', 'incarcerated', 'incarceration', 'jail', 'prisons', 'industrial', 'mass', 'disenfranchisement', 'mostly', 'offenses']","['There’s more black males in prison than any other race.', 'Majority of black men incarcerated today are in prison on non violent drug offenses as result of war on drugs and a… https://t.co/FymqlycsaB', 'Don’t forget mass incarceration, the prison industrial complex, and the disenfranchisement of poor black people thr… https://t.co/EZaOnDtcZ2']"
573,54,573_obvious_however_streets_reason,"['obvious', 'however', 'streets', 'reason', 'soc', 'since', 'use', 'fred_guttenberg', 'many', 'soci']","['@kenolin1 @senatemajldr Since we can go to streets to protest for obvious reason we can however, use the many socia… https://t.co/qJlH5v2J8G', '@kenolin1 @senatemajldr Since we can go to streets to protest for obvious reason we can however, use the many socia… https://t.co/yXBBcRyMdC', '@kenolin1 @kaitlancollins Since we can go to streets to protest for obvious reason we can however, use the many soc… https://t.co/gPAgx6J7U1']"
574,53,574_celebrities_celebrity_xoxostena_entertainers,"['celebrities', 'celebrity', 'xoxostena', 'entertainers', '0mdqolepxc', 'lt8vlyyrsy', 'ubbnn3tdq6', 'uumvkjz3ap', 'wbfsuv6mmv', 'mqqo13w8fs']","['Most recently I’ve heard about two black celebrities but, can’t recall any recent white celebrities', 'that shit was ass how many times black celebrities gon do the same shit 😭', 'all these black celebrities going out sad']"
575,53,575_peace_avatar_kyoshi_kiyoshi,"['peace', 'avatar', 'kyoshi', 'kiyoshi', 'justice', 'no', 'bring', 'ugdxpwneze', 'ayeconn_', 'pridemarch']","['No justice no peace', 'No justice no peace', 'No justice no peace']"
576,53,576_medical_healthcare_doctors_patients,"['medical', 'healthcare', 'doctors', 'patients', 'medicine', 'health', 'structural', 'jama', 'physicians', 'abject']","['The reason why there’s also a lot of discrimination in the medical field', 'Medical racism medical ableism and medical anti native racism are very real things and I have been through all three', 'Look at American blacks in medical school vs Africans in medical school. I’m not being racist. I’m being hard on my people']"
577,53,577_hoop_hoops_hoopin_jumper,"['hoop', 'hoops', 'hoopin', 'jumper', 'hooper', 'drills', 'hooping', '_a_aron__', 'hcv6hnucuc', 'groovypothead']","['What do a nigga gotta do to hoop in this bitch🏀', 'Man let these niggas hoop', 'This nigga hoop like me']"
578,53,578_vegas_casino_las_7sepq2ikss,"['vegas', 'casino', 'las', '7sepq2ikss', 'ycafsugf0k', 'leetayxx', 'timeshare', 'vrdfqm9yks', 'wroooong', 'r9oemjcmpn']","['Am i im the only nigga who never been to Vegas?😂', 'Vegas is getting ghetto lol', 'This nigga in Vegas']"
579,53,579_swan_swans_birds_bird,"['swan', 'swans', 'birds', 'bird', 'event', 'bye', 'laplanck', 'kellymnyc', 'aronofsky', 'l1bh4tlf7a']","['I just wanna see on, black swan, and ugh live just once.. IS THAT TOO MUCH TO ASK FOR-', 'black swan', 'What if another black swan event happens during this black swan event?']"
580,52,580_permission_said_stan919man_poe_ro,"['permission', 'said', 'stan919man', 'poe_ro', 'cheymoneyy', 'huracán', 'penglish_', 'yaboykrucial', 'only1shana_mua', 'odevbeckham']","['@vigilantedon @_calJONES That actually kissed me off....Smack ! Who is this nigga ?!', '@Thatonenig @vinoisdopetoo @JessMobbin nigga you said “iM bOrEd” at coachella last year', '@BheenHim @ittybittyynicky nigga said clopen😂😂']"
581,52,581_bobatea_quilts_emptiness_pascuas,"['bobatea', 'quilts', 'emptiness', 'pascuas', 'boba', 'stevens', 'emmys2020', 'cravings', 'tis', 'growth']","['“Growing slowly is better than not growing at all.” 🌱 \n\n#gay \n#lgbt \n#boba \n#friyay \n#friday \n#growth \n#bobatea… https://t.co/YCytez6QaC', '“Be careful about what you think. Your thoughts run your life.” -Mew 🔮\n\n#gay \n#lgbt \n#boba \n#growth \n#bobatea… https://t.co/Qsa3KbdvtP', '“Even a small flame can fight back the darkness.” 👉🏻👈🏻\n\n#gay \n#lgbt \n#boba \n#growth \n#bobatea \n#cravings… https://t.co/H09Ym2Fybu']"
582,52,582_killing_stop_kills_disproportionately,"['killing', 'stop', 'kills', 'disproportionately', 'rona', 'charity', '0u0vtnrutz', 'p2y5dxp1p8', 'austindave_', 'boh5csotwp']","['Stop killing black men', 'Stop killing black people.', 'stop killing black people.']"
583,52,583_swim_wet_pool_water,"['swim', 'wet', 'pool', 'water', 'wetback', 'drown', 'im1gzqa9zq', '6mvwhh5men', '3c95mmlcvf', '8il7thsieb']","['Lil nigga can’t swim at all', 'These niggas know how to swim? 😳', 'This nigga can’t swim 😂😂😂']"
584,52,584_terrorist_terrorists_terrorism_antifa,"['terrorist', 'terrorists', 'terrorism', 'antifa', 'domestic', 'antifaterrorists', 'terror', 'group', 'isis', 'extremist']","['My niggas the neighborhood Terrorist', 'This nigga is really a terrorist 😂😂😂😭', 'Lmaoooo niggas are really terrorist']"
585,52,585_wave_waves_surfin_surf,"['wave', 'waves', 'surfin', 'surf', 'riding', 'ride', 'pkynjdadep', 'teeezy_day1k', 'vjpd0vwou9', 'dabully14']","['y’all niggas stay riding the wave', 'I really was a nigga when it came down to this wave shit but I’m never going back', 'Let me find out young niggas is the wave 👀']"
586,52,586_patrols_catchers_slave_patrol,"['patrols', 'catchers', 'slave', 'patrol', 'slaves', 'runaway', 'policing', 'patrollers', '1704', 'hobble']","['Started out as slave patrols and union busters', 'Cops started out as slave patrols didn’t you know', 'They started out as slave patrols']"
587,52,587_screen_lcd_monitors_loading,"['screen', 'lcd', 'monitors', 'loading', 'display', 'laptop', 'audio', 'computer', 'm0il7m0fly', 'vforeignn']","['I think my work laptop broke the whole screen went black', 'The screen was black and i was like wait did i join to soon and it was just me for like a min 😭', 'This what y’all look like posting a black screen &amp; only that']"
588,52,588_therapist_therapy_therapists_session,"['therapist', 'therapy', 'therapists', 'session', 'ashleyn1cole', 'singl', 'counseling', 'perspective', 'traumatic', 'healing']","['Where can I find a black therapist?', 'Black people need black therapist.', 'Are there any black therapist in la ?']"
589,52,589_wuhan_virus_hateisavirus_lab,"['wuhan', 'virus', 'hateisavirus', 'lab', 'flu', 'stopasianhate', 'cure', 'rebranded', 'viruses', 'chinesevirus']","['@w_terrence at least u don’t have wuhan virus', 'And yet people will still try to call it the wuhan virus.', 'You mean the wuhan virus? I just did it']"
590,52,590_nigerian_nigerians_nigeria_00aa13nrie,"['nigerian', 'nigerians', 'nigeria', '00aa13nrie', 'lewi_abbai', 'tife_fabunmii', 'pidgin', 'bashirahmaad', 'tamica___', 'maimthe']","['thank God i’m not a nigga, i’m a nigerian .', 'nigerian men never again', 'i love nigerian women😍😍😍']"
591,51,591_blacklivesmatter_1uo7s5xuee_unforettable_allways,"['blacklivesmatter', '1uo7s5xuee', 'unforettable', 'allways', 'imagidadnation', 'particapation', 'curtflood4cooperstown', 'util', 'translivesmatters', 'protecttranslives']","['#blacklivesmatter', '#blacklivesmatter', '#blacklivesmatter']"
592,51,592_vote_registering_voting_voters,"['vote', 'registering', 'voting', 'voters', '2016', 'third', 'turnout', 'voter', 'registration', 'party']","[""To every single protest vote who didn't want to vote for Hillary, voted third party in 2016, and who didn't vote. T… https://t.co/NbSu1wZyvu"", 'Once again, I hope the protest vote/non-voting idiots in 2016 are happy....', 'Are there people at the protests registering people to vote?']"
593,51,593_tea_unsweetened_green_denong,"['tea', 'unsweetened', 'green', 'denong', 'teabags', 'celestial', 'iced', 'pumpkin', 'teas', 'boba']","['Where the black tea', 'I love black tea', 'Y’all like black tea ?']"
594,51,594_righteousness_liberty_destitute_rescue,"['righteousness', 'liberty', 'destitute', 'rescue', 'justice', 'poor', 'orphan', 'indivisible', 'suffering', 'publicity']","['""One nation, under God,  indivisible, with liberty and justice for all.""\n.\n.\n.\n#godblessamerica 🇺🇲\n#prayersup 🙏🏽… https://t.co/LwweaCOt2I', '“Give justice to the poor and the orphan; uphold the rights of the oppressed and the destitute. Rescue the poor and… https://t.co/qhC3Wci2eL', '“Give justice to the poor and the orphan; uphold the rights of the oppressed and the destitute. Rescue the poor and… https://t.co/l6YPkU0Fws']"
595,51,595_shirt_shirts_plain_latex,"['shirt', 'shirts', 'plain', 'latex', 'grey', 'utacj', 'devilman', 'pants5150', 'nxzwdqex49', 'mufc']","['What’s your favorite black t-shirt? Mine is no longer made.', 'Can i get a black shirt ??', 'this shirt should have been in black']"
596,51,596_wrestling_wrestlers_wwe_wrestler,"['wrestling', 'wrestlers', 'wwe', 'wrestler', 'ricochet', 'ampedwrestling', 'mcmahon', 'vincemcmahon', 'souljaboy', 'steeped']","[""@JESnowden It's a shame it took this for wrestling Twitter to start acknowledging black wrestlers more."", 'Professional wrestling in itself is steeped in racism and the response from ""wrestling twitter"", wrestlers of all c… https://t.co/aA3URmzIdz', 'So the wwe is definitely having ALL the black wrestlers lose tonight .\n\nThese MFs']"
597,51,597_voters_vote_votes_groping,"['voters', 'vote', 'votes', 'groping', 'shocker', 'childre', 'voting', 'win', 'chooses', 'polls']","['@LooknCAFeelinMN @BuniculaTv @SeitzTheron @KimSwink @Cheese_Gravy ...but older black voters are the reason he won.… https://t.co/5CTIYjynmJ', 'Shocker..Biden chooses a person of color to get the black vote. Just hope his hands aren’t too full groping childre… https://t.co/09eCzr94kZ', 'Shocker..Biden chooses a person of color to get the black vote. Just hope his hands aren’t too full groping childre… https://t.co/az45Cbfm7r']"
598,51,598_chase_pursuit_chases_192,"['chase', 'pursuit', 'chases', '192', 'speed', 'la', 'angeles', 'beverly', 'los', 'nine']","['盗難の容疑で逮捕された犯人の車からトイレットペーパー192ロール出てきたんだって。何を考えてるのかさっぱり理解ができない。#ロサンゼルス生活  #BeverlyHills police find 192 rolls of toil… https://t.co/dqTJnMZnpX', ""It's really a police chase every night in LA smh"", 'Just seen a police chase. I love Los Angeles']"
599,51,599_reparations_approves_aht_carolina,"['reparations', 'approves', 'aht', 'carolina', 'approved', 'americans', 'kq8v8qrtmm', 'lkzsusre8s', 'fvqp8ybnty', 'tixtwogvrf']","['Good 😌! But where are the Blacks reparations', 'Remember when I got black people reparations?', 'What about reparations for blacks ?']"
600,50,600_haitian_haiti_haitians_haitianflagday,"['haitian', 'haiti', 'haitians', 'haitianflagday', 'haitiantwitter', 'haitianflag', 'sak', 'burundi', 'haitianheritagemonth', 'liberia']","['#Haitian #HaitianTwitter #haiti #haitianflagday #HaitianFlag #haitians https://t.co/hqQISQtpzH', 'Sak pa kontannn??!!? #Haitian #HaitianTwitter #haiti #haitianflagday #HaitianFlag #haitians', 'Wakanda of the Caribbean not up for debate 🇭🇹🇭🇹🇭🇹🇭🇹#Haitian #HaitianTwitter #haiti #haitianflagday #HaitianFlag #haitians']"
601,50,601_bike_cycling_bicycle_bikes,"['bike', 'cycling', 'bicycle', 'bikes', 'ride', 'biker', 'biking', 'tristanharris', 'dtlabikes', 'miles']","['Working on a project to show the #diversity in the mountain bike community #mtb #biking #cycling #poc #bipoc… https://t.co/YTTcayqptR', '7 mile post protest bike ride 💗', 'This last minute bike prep is not it 😅']"
602,50,602_him_verlander_undergo_drag,"['him', 'verlander', 'undergo', 'drag', 'scapegoat', 'astros', 'wherever', 'tommy', 'icqh2gsffs', 'inevitability']","['🚨Hell NO‼️ Just handcuff the rotten buzzard &amp; drag him out, of wherever he’s hiding‼️ Maybe he &amp; #MangoMussolini, c… https://t.co/rloDORwaLN', '""Astros ace Justin Verlander says he will undergo Tommy John surgery""  https://t.co/UQLGVCkFG1', 'え、バーランダーがトミージョン手術！！\n Astros ace Justin Verlander says he will undergo Tommy John surgery  https://t.co/6N5Zd6o4BN']"
603,50,603_empowerment_lvndrbeauty_economic_development,"['empowerment', 'lvndrbeauty', 'economic', 'development', 'znxljufapf', 'ffafqokm8x', 'publicsafety', 'mssu', 'tjjcwu6mtq', 'thexybeatht']","['Why economic empowerment matters.', 'Lol this is empowerment in 2020 🥴🤝', '#empowerment']"
604,50,604_hanukkah_chanukah_holidays_hanukkahgifts,"['hanukkah', 'chanukah', 'holidays', 'hanukkahgifts', 'challah', 'menorah', 'pulte', 'festivaloflights', 'happyholidays', 'colormemine']","['happy hanukkah who’s buying me something ?', 'Heads up! One month til hanukkah. #hanukkah #holidays', 'Happy hanukkah']"
605,50,605_toxic_toxicity_traits_poison,"['toxic', 'toxicity', 'traits', 'poison', '1rqvwffx5j', 'inahcoronel', 'ls2tbzgztk', 'aedsz605fd', '4abujd8nq0', 'z6e7ntozce']","['y’all niggas so toxic!!!', 'niggas be toxic', '😩😂this nigga toxic...']"
606,50,606_homework_writer_writers_choose,"['homework', 'writer', 'writers', 'choose', 'ace', 'safe', 'school', 'stay', 'care', 'home']","['We care for you, stay home be safe!. Let one of our writers ace your school homework\nChoose a writer from… https://t.co/fFYFI0zUsv', 'We care for you, stay home be safe!. Let one of our writers ace your school homework\nChoose a writer from… https://t.co/eEiCJQFzwb', 'We care for you, stay home be safe!. Let one of our writers ace your school homework\nChoose a writer from… https://t.co/faY7XxEXOY']"
607,50,607_robbed_robbers_rob_trash,"['robbed', 'robbers', 'rob', 'trash', 'hooks', 'gold', 'stolen', 'vendors', 'tvccvlakm3', 'm2tllubceg']","['bruh how do niggas get robbed / shot and don’t do SHIT to the niggas that did it', 'They robbed that nigga what', 'We was the type of niggas that robbed the robbers']"
608,50,608_licorice_taste_sambuca_candy,"['licorice', 'taste', 'sambuca', 'candy', 'numb', 'tastes', 'zercumgf1k', 'blacklicorice', 'leaven', 'subsist']","['Fun fact, I absolutely love black licorice.', 'took everything in me not to buy this black licorice :/', 'I like black licorice now']"
609,50,609_forgot_missed__likybo_itsdiyahshalon,"['forgot', 'missed', '_likybo', 'itsdiyahshalon', 'assistantpimp', 'zarquon', 'bonkaoffdablock', 'cmb_dee', 'that_potat', 'fadouts0ld']","['i forgot all about this nigga lmao', '🤣🤣 forgot about this nigga', 'Forgot about this nigga 😂🤣🤣🤣']"
610,50,610_angeles_matter_california_lives,"['angeles', 'matter', 'california', 'lives', 'los', 'blackouttuesday', 'trees', 'oxygen', 'lungs', 'mattered']","['𝔹𝕝𝕒𝕔𝕜 𝕃𝕚𝕧𝕖𝕤 𝕄𝕒𝕥𝕥𝕖𝕣\n.\n.\n.\n#blm #blacklivesmatter #fuckracism #endracism @ Costa Mesa, California https://t.co/hoSLWP1kNJ', 'Trees provide oxygen - Trees are the lungs of our city. Los Angeles cannot breathe until our black neighbors can br… https://t.co/ADAaP20GSs', 'Trees provide oxygen.Trees are the lungs of our city. Los Angeles cannot breathe until our black neighbors can brea… https://t.co/rFiJT0UlQ4']"
611,50,611_jamaican_food_ethiopian_ackee,"['jamaican', 'food', 'ethiopian', 'ackee', 'haitian', 'patties', 'craving', 'veggie', '4xlet0kvv6', 'cuw9akyuof']","['jamaican food is amazing', 'i miss jamaican food', 'i want some jamaican food again 😩']"
612,49,612_dumb_dumbest_stupid_atlantis_88ar,"['dumb', 'dumbest', 'stupid', 'atlantis_88ar', 'idiots', 'mute', 'el_pais', 'gifted_gab', 'cutinblack', 'advancement']","['Y’all niggas dumb', 'You niggas are dumb 🤣', 'You niggas are dumb']"
613,49,613_monolith_utah_mysterious_romania,"['monolith', 'utah', 'mysterious', 'romania', 'discovered', 'desert', 'metal', 'appeared', 'vanishes', 'mystery']","['monolith af', 'The #monolith tho', '#monolith']"
614,49,614_south_southern_westside_coast,"['south', 'southern', 'westside', 'coast', 'central', 'southside', 'lingo', 'ugga3k5xwc', 'grumpadam', 'thekzanyc']","['Southern niggas DIFFERENT', 'As a nigga from the south it fucked me up 😂', 'The pride of the south']"
615,49,615_voteoutgop_voteouttrump_lierincheif_whitehouse,"['voteoutgop', 'voteouttrump', 'lierincheif', 'whitehouse', 'whiteprivilege', 'republican', 'obama', 'democrats', 'america', 'racist']","['#voteouttrump #lierincheif #racist #voteoutgop #republican #democrats #america #whiteprivilege  #WhiteHouse #obama… https://t.co/cO5JxwMjuz', '#voteouttrump #lierincheif #racist #voteoutgop #republican #democrats #america #whiteprivilege  #WhiteHouse #obama… https://t.co/i4z10QHRbX', '#voteouttrump #lierincheif #racist #voteoutgop #republican #democrats #america #whiteprivilege  #WhiteHouse #obama… https://t.co/99hvpxTLjb']"
616,49,616_messiah_judas_kaluuya_daniel,"['messiah', 'judas', 'kaluuya', 'daniel', 'soundtrack', 'judah', 'mandai', 'lnyznze4ty', 'mdpcusyucw', 'wyr5n6izra']","['Judas and the black messiah was a great movie and I’m still thinking about it the day after .', 'judas and the black messiah was good af', '‘Judas and the black messiah’ we’re looking at you..']"
617,49,617_teaching_kids_sesame_taught,"['teaching', 'kids', 'sesame', 'taught', 'parents', 'sesamestreet', 'educating', 'teach', 'racism', 'nickelodeon']","['@incognito1819 @MollyBonis You think teaching compassion is wrong? You think teaching children to be anti-racism is… https://t.co/3C7EwIyZ9O', 'Sesame Street has been teaching kids about important issues like racism since the 70’s. That’s...kind of the point… https://t.co/AApYrPek4v', 'they’re teaching kids about racism at a young age. i think @Nickelodeon is doing a great job']"
618,49,618_california_reparations_californians_texco,"['california', 'reparations', 'californians', 'texco', 'texcoconnection', 'politicos', 'discrimination', 'plans', 'rickeysmiley', 'prop']","['California politicos move forward on plans giving reparations to African Americans https://t.co/jN4HmOwMSi', 'Texco News: @texcoconnection The State Of California moves forward with reparations plans for African Americans.… https://t.co/q0MppxYXdj', 'Texco News: @texcoconnection The State Of California moves forward with reparations plans for African Americans.… https://t.co/erbEfPszHn']"
619,48,619_stopasianhate_stophate_stopthehate_meditation,"['stopasianhate', 'stophate', 'stopthehate', 'meditation', 'stopper', 'stopasianhatecrimes', 'stopaapihate', 'foragil', 'gjcqslmimq', 'gj3zhsqjx5']","['#stopasianhate', '#stopasianhate', '#stopasianhate']"
620,48,620_cis_men_attracted_2748593,"['cis', 'men', 'attracted', '2748593', 'dkrdp5ibpf', '5ettwniaiz', '4n2xisas1u', 'zexd2sh6d1', 'apprehensive', 'bq2mer5cmz']","['Some folks a.k.a. cis men, always 💀', 'cis men\n\ni can only ask\n\nwhy?', '*straight cis men']"
621,48,621_iphone_iphones_ipad_hundo,"['iphone', 'iphones', 'ipad', 'hundo', '12', 'screen', 'di7qvab8f6', 'iy', 'katys__diary', 'sdv5u9lqgm']","['Nah I carry my lil iPhone 7 w pride', 'Your nigga bought me a new iPhone.', 'Rich nigga IPhone 10']"
622,48,622_walmart_ghetto_microwave_checkout,"['walmart', 'ghetto', 'microwave', 'checkout', 'walgreens', 'ghettomart', 'apewkbwliy', 'mckinley', 'watchhhh', 'lookk']","['Walmart ghetto now ✋🏻', 'Why are all Walmart’s ghetto', 'this walmart is so ghetto']"
623,48,623_babies_aborted_abortion_abortions,"['babies', 'aborted', 'abortion', 'abortions', 'maternal', '36', 'parenthood', 'rate', 'senkamalaharris', 'abbyjohnson']","['Please read/share this thread if you think or know anyone that believes “abortion is killing black babies” 🙄😒', 'Kanye West said yesterday that more black babies have been aborted since March then all Americans who have died from Covid-19.', 'except for the millions of aborted black babies #BlackLivesMattter']"
624,48,624_dog_pup_puppy_dogs,"['dog', 'pup', 'puppy', 'dogs', 'nursealt93', 'spaday', 'terrier', 'bulldog', 'submissive', 'frenchie']","['Morning wood thinking about my submissive faggot pup, @nursealt93, and my two perverted submissive sons, @h2pr0nz &amp;… https://t.co/5GzPgA2oz9', ""My submissive faggot pup, @nursealt93, fingering his furry pup hole, after I gave him permission to do so! He's suc… https://t.co/S4BS8N4Jtq"", 'I think my dog is gay 🌈']"
625,48,625_stealth_performance_klwtts_inductions,"['stealth', 'performance', 'klwtts', 'inductions', 'moviehooligan', 'mode', 'zompus', 'g25ux40m0c', 'summitracing', 'gamefullyun']","['Good debate here RE start-ups and stealth mode', 'The stealth in Ghost is next level', 'Going stealth']"
